,key_0,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,placeholder1,placeholder2,raw_data_calc_orb_sma,placeholder3,raw_data_tsurf_k,raw_data_tsurf_c,pl_tsurf_k,pl_tsurf_c,P_HABITABLE
32,au mic c,AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,18.858991,,,0.0,0.1101,0.002,-0.002,0.0,3.24,0.16,-0.16,0.0,0.289,0.014,-0.014,0.0,9.6,2.07,-2.31,0.0,0.0302,0.00651,-0.00727,0.0,Mass,0.00338,0.00164,-0.00164,0.0,7.3,0.9,-0.8,0.0,459.0,13.0,-12.0,0.0,0,M1,3665.0,31.0,-31.0,0.0,0.82,0.02,-0.02,0.0,0.5,0.03,-0.03,0.0,0.12,0.1,-0.1,0.0,[M/H],4.4,0.03,-0.03,0.0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731,,,0.11005492,,497.544907,224.394907,497.5448687534016,224.39486875340162,0
33,bd+03 2562 b,BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017,Multiple Observatories,0,481.9,2.7,-2.8,0.0,1.3,0.1,-0.1,0.0,12.7,,,0.0,1.13,,,0.0,2034.112,413.179,-413.179,0.0,6.4,1.3,-1.3,0.0,Msini,0.2,0.12,-0.08,0.0,,,,,,,,,0,,4095.0,20.0,-20.0,0.0,32.35,8.82,-8.82,0.0,1.14,0.25,-0.25,0.0,-0.71,0.09,-0.09,0.0,[Fe/H],1.89,0.1,-0.1,0.0,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.63,63.875,-63.875,9.577,0.008,-0.008,6.021,0.021,-0.021,8.9977,0.000292,-0.000292,,,1.25664727,,1016.16542,743.0154199,1016.1653418326133,743.0153418326133,0
34,bd+14 4559 b,BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,McDonald Observatory,0,268.94,0.99,-0.99,0.0,0.78,0.05,-0.05,0.0,13.8,,,0.0,1.23,,,0.0,330.5432,149.3801,-149.3801,0.0,1.04,0.47,-0.47,0.0,Msini,0.29,0.03,-0.03,0.0,,,,,,,,,0,K2 V,4864.0,101.0,-101.0,0.0,0.86,0.04,-0.04,0.0,0.49,0.33,-0.33,0.0,0.17,,,0.0,[Fe/H],4.26,0.29,-0.29,0.0,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.352,0.0846,-0.0844,9.78,0.03,-0.03,7.336,0.023,-0.023,9.35108,0.000253,-0.000253,,,0.642849708,,254.0624781,-19.08752186,254.0624586084481,-19.087541391551866,0
35,bd+15 2375 b,BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,0,153.22,0.44,-0.44,0.0,0.576,0.027,-0.027,0.0,13.8,,,0.0,1.23,,,0.0,337.21763,85.8141,-85.8141,0.0,1.061,0.27,-0.27,0.0,Msini,0.001,0.25,-0.001,0.0,,,,,,,,,0,G5,4649.0,30.0,-30.0,0.0,8.95,1.45,-1.45,0.0,1.08,0.14,-0.14,0.0,-0.22,0.08,-0.08,0.0,[Fe/H],2.61,0.12,-0.12,0.0,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.045,45.038,-45.038,10.41,0.01,-0.01,7.718,0.017,-0.017,9.9918,0.000458,-0.000458,,,0.574943782,,911.6011439,638.4511439,911.601073866288,638.451073866288,0
36,bd+15 2940 b,BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013,McDonald Observatory,0,137.48,0.34,-0.34,0.0,0.539,,,0.0,13.7,,,0.0,1.23,,,0.0,352.78,,,0.0,1.11,,,0.0,Msini,0.26,0.1,-0.1,0.0,,,,,,,,,0,K0,4796.0,117.0,-117.0,0.0,14.7,2.8,-2.8,0.0,1.1,0.2,-0.2,0.0,0.28,0.07,-0.07,0.0,[Fe/H],2.8,0.45,-0.45,0.0,16h00m22.95s,240.09564,+15d32m48.30s,15.5467507,426.42,6.44,-6.44,9.01,0.03,-0.03,6.525,0.016,-0.016,8.7178,0.000291,-0.000291,,,0.538143049,,1245.915241,972.7652412,1245.9151454603718,972.7651454603719,0
37,bd+20 2457 b,BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,0,379.63,2.01,-2.01,0.0,1.45,,,0.0,12.1,,,0.0,1.08,,,0.0,6807.63,,,0.0,21.42,,,0.0,Msini,0.15,0.03,-0.03,0.0,,,,,,,,,0,K2 II,4137.0,10.0,-10.0,0.0,49.0,26.0,-26.0,0.0,2.8,1.5,-1.5,0.0,-1.0,0.07,-0.07,0.0,[Fe/H],1.51,0.05,-0.05,0.0,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442,,,1.446217184,,1196.312386,923.1623858,1196.3122938628521,923.1622938628522,0
38,bd+20 2457 c,BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,0,621.99,10.2,-10.2,0.0,2.01,,,0.0,12.4,,,0.0,1.1,,,0.0,3963.17,,,0.0,12.47,,,0.0,Msini,0.18,0.06,-0.06,0.0,,,,,,,,,0,K2 II,4137.0,10.0,-10.0,0.0,49.0,26.0,-26.0,0.0,2.8,1.5,-1.5,0.0,-1.0,0.07,-0.07,0.0,[Fe/H],1.51,0.05,-0.05,0.0,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442,,,2.009935415,,1016.086243,742.9362434,1016.0861652675544,742.9361652675544,0
39,bd+20 274 b,BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012,McDonald Observatory,0,578.2,5.4,-5.4,0.0,1.3,,,0.0,13.0,,,0.0,1.16,,,0.0,1334.886,,,0.0,4.2,,,0.0,Msini,0.21,0.06,-0.06,0.0,,,,,,,,,0,K5 III,4296.0,10.0,-10.0,0.0,17.3,0.9,-0.9,0.0,0.8,0.2,-0.2,0.0,-0.46,0.07,-0.07,0.0,[Fe/H],1.99,0.05,-0.05,0.0,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.51,80.535,-80.535,9.367,0.008,-0.008,6.169,0.027,-0.027,8.91613,0.000468,-0.000468,,,1.260924871,,779.5799975,506.4299975,779.5799376176209,506.4299376176209,0
40,bd+20 594 b,BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,0,41.6855,0.003,-0.003,0.0,0.241,0.019,-0.017,0.0,2.578,0.112,-0.112,0.0,0.23,0.01,-0.01,0.0,22.2481,9.5349,-9.5349,0.0,0.07,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,546.0,19.0,-18.0,0.0,0,G,5766.0,99.0,-99.0,0.0,1.08,0.06,-0.06,0.0,1.67,0.4,-0.4,0.0,-0.15,,,0.0,[Fe/H],4.5,0.08,-0.08,0.0,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.461,1.257,-1.24,10.849,0.012,-0.012,9.368,0.018,-0.018,10.8644,0.000249,-0.000249,,,0.279148946,,607.1877958,334.0377958,607.1877491508025,334.0377491508025,0
41,bd+45 564 b,BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,307.88,1.47,-1.47,0.0,0.83,0.04,-0.04,0.0,13.6,,,0.0,1.21,,,0.0,432.24663,38.13941,-38.13941,0.0,1.36,0.12,-0.12,0.0,Msini,0.12,0.06,-0.06,0.0,,,,,,,,,0,K1,5004.0,50.0,-50.0,0.0,0.81,0.04,-0.04,0.0,0.81,0.07,-0.07,0.0,-0.09,0.03,-0.03,0.0,[Fe/H],4.22,0.13,-0.13,0.0,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.622,0.1919,-0.1905,9.67,0.03,-0.03,7.557,0.024,-0.024,9.41266,0.000255,-0.000255,,,0.831808107,,245.9041191,-27.24588088,245.9041002194606,-27.24589978053939,0
42,bd+48 738 b,BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011,McDonald Observatory,0,392.6,5.5,-5.5,0.0,1.0,,,0.0,13.9,,,0.0,1.24,,,0.0,289.2253,,,0.0,0.91,,,0.0,Msini,0.2,0.1,-0.1,0.0,,,,,,,,,0,K0 III,4414.0,15.0,-15.0,0.0,11.0,1.0,-1.0,0.0,0.74,0.39,-0.39,0.0,-0.2,0.07,-0.07,0.0,[Fe/H],2.24,0.06,-0.06,0.0,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.493,43.849,-43.849,9.139,0.004,-0.004,5.904,0.018,-0.018,8.65569,0.000365,-0.000365,,,0.949113012,,728.2386267,455.0886267,728.238570767928,455.088570767928,0
43,bd+48 740 b,BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018,Multiple Observatories,0,733.0,5.0,-8.0,0.0,1.7,0.1,-0.1,0.0,13.5,,,0.0,1.2,,,0.0,540.311,222.481,-222.481,0.0,1.7,0.7,-0.7,0.0,Msini,0.76,0.05,-0.09,0.0,,,,,,,,,0,K3 III,4534.0,8.0,-8.0,0.0,10.33,1.81,-1.81,0.0,1.09,0.16,-0.16,0.0,-0.13,0.06,-0.06,0.0,[Fe/H],2.48,0.04,-0.04,0.0,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.589,21.5335,-21.5335,8.69,0.03,-0.03,5.645,0.017,-0.017,8.26449,0.000761,-0.000761,,,1.637389394,,555.9711489,282.8211489,555.9711061241046,282.82110612410463,0
44,bd+49 828 b,BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,McDonald Observatory,0,2590.0,300.0,-180.0,0.0,4.2,0.32,-0.2,0.0,13.5,,,0.0,1.21,,,0.0,508.5,127.1,-63.6,0.0,1.6,0.4,-0.2,0.0,Msini,0.35,0.24,-0.1,0.0,,,,,,,,,0,K0,4943.0,30.0,-30.0,0.0,7.6,1.3,-1.3,0.0,1.52,0.22,-0.22,0.0,-0.19,0.06,-0.06,0.0,[Fe/H],2.85,0.09,-0.09,0.0,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.042,7.654,-7.654,9.381,0.005,-0.005,6.571,0.021,-0.021,9.02851,0.000235,-0.000235,,,4.243799547,,330.763669,57.61366905,330.763643622566,57.61364362256603,0
45,bd+55 362 b,BD+55 362 b,BD+55 362,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,265.59,1.04,-1.04,0.0,0.78,0.05,-0.05,0.0,14.0,,,0.0,1.25,,,0.0,228.83645,25.42627,-25.42627,0.0,0.72,0.08,-0.08,0.0,Msini,0.27,0.06,-0.06,0.0,,,,,,,,,0,K3,5012.0,78.0,-78.0,0.0,0.9,0.06,-0.04,0.0,0.91,0.1,-0.1,0.0,0.18,0.05,-0.05,0.0,[Fe/H],4.09,0.16,-0.16,0.0,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.5697,0.0974,-0.0971,9.38,0.03,-0.03,7.331,0.021,-0.021,9.15305,0.000163,-0.000163,,,0.783601817,,267.8120137,-5.337986263,267.8119931491408,-5.338006850859188,0
46,bd+60 1417 b,BD+60 1417 b,BD+60 1417,1,1,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,0,,,,,1662.0,,,0.0,14.684,0.673,-0.673,0.0,1.31,0.06,-0.06,0.0,4767.4261,1589.14204,-1589.14204,0.0,15.0,5.0,-5.0,0.0,Mass,,,,,,,,,1303.0,74.0,-74.0,0.0,0,K0,4993.0,124.0,-124.0,0.0,0.8,0.05,-0.05,0.0,1.0,,,0.0,,,,,,4.55,,,0.0,12h43m33.01s,190.8875453,+60d00m51.71s,60.0143636,44.9543,0.0593,-0.0592,9.374,0.003,-0.003,7.288,0.024,-0.024,9.17439,0.000533,-0.000533,,,0.0,,5.449241924,-267.7007581,5.4492415046514875,-267.7007584953485,0
47,bd+63 1405 b,BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,1198.48,60.79,-60.79,0.0,2.06,0.14,-0.14,0.0,12.4,,,0.0,1.11,,,0.0,3305.41543,413.17693,-349.61125,0.0,10.4,1.3,-1.1,0.0,Mass,0.88,0.02,-0.02,0.0,,,,,,,,,0,K0,5000.0,53.0,-53.0,0.0,0.8,0.04,-0.06,0.0,0.82,0.08,-0.08,0.0,-0.09,0.03,-0.03,0.0,[Fe/H],4.2,0.17,-0.17,0.0,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.0473,0.0329,-0.0329,8.96,0.03,-0.03,6.78,0.017,-0.017,8.705,0.000257,-0.000257,,,2.066802454,,154.9981187,-118.1518813,154.9981068159123,-118.15189318408767,0
48,bd-00 4475 b,BD-00 4475 b,BD-00 4475,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,723.2,0.74,-0.74,0.0,1.48,0.11,-0.11,0.0,12.0,,,0.0,1.07,,,0.0,7961.6016,708.75735,-708.75735,0.0,25.05,2.23,-2.23,0.0,Msini,0.39,0.01,-0.01,0.0,,,,,,,,,0,G0,5040.0,112.0,-112.0,0.0,0.84,0.04,-0.04,0.0,0.81,0.1,-0.1,0.0,-0.14,0.06,-0.06,0.0,[Fe/H],4.25,0.22,-0.22,0.0,23h10m50.60s,347.7108441,+00d24m30.82s,0.4085612,42.6402,0.1816,-0.1801,9.01,0.03,-0.03,6.996,0.026,-0.026,8.78101,0.000253,-0.000253,,,1.469854823,,188.8792985,-84.27070148,188.8792839994227,-84.27071600057727,0
49,bd-06 1339 c,BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,0,125.94,0.44,-0.44,0.0,0.435,0.007,-0.007,0.0,8.38,,,0.0,0.747,,,0.0,53.0,8.0,-8.0,0.0,0.17,0.03,-0.03,0.0,Msini,0.31,0.11,-0.11,0.0,,,,,,,,,0,K7/M0 V,4324.0,100.0,-100.0,0.0,0.69,0.06,-0.07,0.0,0.7,,,0.0,-0.14,0.17,-0.17,0.0,[Fe/H],4.74,0.02,-0.02,0.0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,0.022,-0.0218,9.7,0.03,-0.03,6.305,0.018,-0.018,9.10677,0.000602,-0.000602,,,0.436598558,,270.9010208,-2.248979196,270.90099997900813,-2.2490000209918435,0
50,bd-08 2823 b,BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,5.6,0.02,-0.02,0.0,0.06,0.0,0.0,0.0,3.61,,,0.0,0.322,,,0.0,12.7132,3.1783,-3.1783,0.0,0.04,0.01,-0.01,0.0,Msini,0.15,0.15,-0.15,0.0,,,,,,,,,0,K3 V,4816.0,114.0,-114.0,0.0,0.71,0.04,-0.04,0.0,0.5,0.26,-0.26,0.0,-0.06,,,0.0,[Fe/H],4.43,0.22,-0.22,0.0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.000418,-0.000418,,,0.04898418,,824.1097775,550.9597775,824.1097141535788,550.9597141535788,0
51,bd-08 2823 c,BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,237.6,1.5,-1.5,0.0,0.68,0.02,-0.02,0.0,12.5,,,0.0,1.11,,,0.0,104.0,10.0,-10.0,0.0,0.33,0.03,-0.03,0.0,Msini,0.19,0.09,-0.09,0.0,,,,,,,,,0,K3 V,4746.0,63.0,-63.0,0.0,0.72,0.02,-0.02,0.0,0.74,0.07,-0.07,0.0,-0.07,0.03,-0.03,0.0,[Fe/H],4.13,0.26,-0.26,0.0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.000418,-0.000418,,,0.679071267,,242.9319102,-30.21808979,242.93189153639793,-30.21810846360205,0
52,bd-10 3166 b,BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,0,3.48777,0.00011,-0.00011,0.0,0.04,0.0,0.0,0.0,14.1,,,0.0,1.26,,,0.0,187.5197,22.2481,-22.2481,0.0,0.59,0.07,-0.07,0.0,Msini,0.02,0.02,-0.02,0.0,,,,,,,,,0,K0 V,5393.0,44.0,-44.0,0.0,0.91,0.04,-0.04,0.0,1.47,0.24,-0.24,0.0,0.38,,,0.0,[Fe/H],4.69,0.06,-0.06,0.0,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069,0.3537,-0.3508,10.013,0.007,-0.007,8.124,0.026,-0.026,9.83981,0.000607,-0.000607,,,0.051177393,,1279.576219,1006.426219,1279.576120782795,1006.426120782795,0
53,bd-11 4672 b,BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,La Silla Observatory,0,1634.0,13.0,-14.0,0.0,2.36,0.04,-0.04,0.0,14.1,,,0.0,1.25,,,0.0,206.5895,15.8915,-19.0698,0.0,0.65,0.05,-0.06,0.0,Msini,0.05,0.05,-0.03,0.0,,,,,,,,,0,K7 V,4550.0,110.0,-110.0,0.0,0.64,0.02,-0.02,0.0,0.65,0.03,-0.03,0.0,-0.35,0.15,-0.15,0.0,[Fe/H],4.64,0.03,-0.03,0.0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665,0.0346,-0.0346,10.03,0.03,-0.03,6.867,0.024,-0.024,9.48511,0.000518,-0.000518,,,2.351868186,,117.8665092,-155.2834908,117.86650016974845,-155.28349983025151,0
54,bd-11 4672 c,BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,0,74.2,0.06,-0.08,0.0,0.3,0.01,-0.01,0.0,4.04,,,0.0,0.36,,,0.0,15.37,2.97,-2.81,0.0,0.04836,0.00934,-0.00884,0.0,Msini,0.4,0.13,-0.15,0.0,,,,,,,,,0,K7V,4550.0,110.0,-110.0,0.0,0.64,0.02,-0.02,0.0,0.65,0.03,-0.03,0.0,-0.35,0.15,-0.15,0.0,[Fe/H],4.64,0.03,-0.03,0.0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665,0.0346,-0.0346,10.03,0.03,-0.03,6.867,0.024,-0.024,9.48511,0.000518,-0.000518,,,0.299351115,,330.5870185,57.43701848,330.5869930640855,57.43699306408553,0
55,bd-13 2130 b,BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,La Silla Observatory,0,714.29999,5.3,-5.3,0.0,1.66,0.12,-0.12,0.0,12.5,,,0.0,1.11,,,0.0,3108.3774,1449.3048,-1449.3048,0.0,9.78,4.56,-4.56,0.0,Msini,0.21,0.07,-0.07,0.0,,,,,,,,,0,G5 IV/V,4545.0,71.0,-71.0,0.0,19.17,4.96,-4.96,0.0,2.12,1.47,-1.47,0.0,-0.08,,,0.0,[Fe/H],2.2,0.2,-0.2,0.0,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.214,41.211,-41.211,10.038,0.009,-0.009,7.151,0.023,-0.023,9.69971,0.000337,-0.000337,,,2.008967326,,768.3090332,495.1590332,768.3089741635962,495.1589741635962,0
56,bd-17 63 b,BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,0,655.6,0.6,-0.6,0.0,1.34,0.02,-0.02,0.0,12.8,,,0.0,1.15,,,0.0,1620.9,38.14,-38.14,0.0,5.1,0.12,-0.12,0.0,Msini,0.54,0.005,-0.005,0.0,,,,,,,,,0,K5 V,4714.0,93.0,-93.0,0.0,0.69,,,0.0,0.74,0.03,-0.03,0.0,-0.03,0.06,-0.06,0.0,[Fe/H],4.26,0.24,-0.24,0.0,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603,0.0929,-0.0924,9.62,0.03,-0.03,6.914,0.024,-0.024,9.20112,0.000514,-0.000514,,,1.335909466,,168.2700267,-104.8799733,168.27001380256155,-104.87998619743843,0
57,bd-210397 b,BD-210397 b,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,0,1891.0,56.0,-48.0,0.0,2.63,0.06,-0.05,0.0,14.0,,,0.0,1.25,,,0.0,214.0,31.0,-32.0,0.0,0.7,0.1,-0.1,0.0,Msini,0.1,0.1,-0.1,0.0,0.02,0.0,0.0,0.0,,,,,0,K7 V,4051.0,239.0,-239.0,0.0,0.75,0.09,-0.09,0.0,0.68,0.02,-0.02,0.0,0.12,0.1,-0.1,0.0,[Fe/H],4.67,0.06,-0.06,0.0,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.7324,0.0228,-0.0227,9.84,0.03,-0.03,6.504,0.018,-0.018,9.25962,0.000826,-0.000826,,,2.631708685,,107.6118357,-165.5381643,107.61182745553596,-165.53817254446403,0
58,bd-210397 c,BD-210397 c,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,0,6240.0,151.0,-156.0,0.0,5.9,0.1,-0.1,0.0,12.9,,,0.0,1.15,,,0.0,1525.57635,190.69704,-190.69704,0.0,4.8,0.6,-0.6,0.0,Mass,0.43,0.05,-0.05,0.0,0.0,0.0,0.0,0.0,,,,,0,K7 V,4051.0,239.0,-239.0,0.0,0.75,0.09,-0.09,0.0,0.69,0.01,-0.01,0.0,0.12,0.1,-0.1,0.0,[Fe/H],4.67,0.06,-0.06,0.0,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.7324,0.0228,-0.0227,9.84,0.03,-0.03,6.504,0.018,-0.018,9.25962,0.000826,-0.000826,,,5.861560429,,71.84754092,-201.3024591,71.84753539983677,-201.3024646001632,0
59,cd cet b,CD Cet b,CD Cet,1,1,Radial Velocity,2020,Calar Alto Observatory,0,2.2907,0.00012,-0.00012,0.0,0.0185,0.0013,-0.0013,0.0,1.82,,,0.0,0.162,,,0.0,3.95,0.42,-0.43,0.0,0.01243,0.00132,-0.00135,0.0,Msini,,,,,8.6,2.4,-2.4,0.0,464.0,18.0,-18.0,0.0,0,M5.0 V,3130.0,51.0,-51.0,0.0,0.17,0.01,-0.01,0.0,0.16,0.01,-0.01,0.0,0.13,0.16,-0.16,0.0,[Fe/H],4.93,0.04,-0.04,0.0,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,8.60715,0.00658,-0.00658,13.95,0.2,-0.2,7.833,0.024,-0.024,12.1232,0.00105,-0.00105,,,0.01846259,,471.9847573,198.8347573,471.9847210536501,198.83472105365013,0
60,cfhtwir-oph 98 b,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021,Hubble Space Telescope,0,8040000.0,470000.0,-470000.0,0.0,200.0,6.0,-6.0,0.0,20.849,0.56,-0.56,0.0,1.86,0.05,-0.05,0.0,2479.06157,222.47988,-254.26273,0.0,7.8,0.7,-0.8,0.0,Mass,,,,,,,,,1800.0,40.0,-40.0,0.0,0,M9-L1,2320.0,40.0,-40.0,0.0,0.24,0.01,-0.01,0.0,0.01,0.0,0.0,0.0,,,,,,3.85,0.01,-0.01,0.0,16h27m44.23s,246.934277,-23d58m52.14s,-23.98115,,,,,,,14.593,0.098,-0.098,,,,,,169.2172064,,3.997823783,-269.1521762,3.997823475739135,-269.1521765242608,0
61,coconuts-2 b,COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),0,402000000.0,470000000.0,-100000000.0,0.0,7506.0,5205.0,-2060.0,0.0,12.442,0.336,-0.336,0.0,1.11,0.03,-0.03,0.0,2002.31896,476.74261,-603.87397,0.0,6.3,1.5,-1.9,0.0,Mass,,,,,,,,,434.0,9.0,-9.0,0.0,0,M3 V,3406.0,69.0,-69.0,0.0,0.39,0.01,-0.01,0.0,0.37,0.02,-0.02,0.0,0.0,0.08,-0.08,0.0,[Fe/H],4.83,0.03,-0.03,0.0,07h49m12.22s,117.300914,-76d42m09.71s,-76.702696,10.8864,0.0041,-0.0042,11.298,0.027,-0.027,6.579,0.018,-0.018,10.146,0.001567,-0.001567,,,7652.883408,,1.221286922,-271.9287131,1.221286827918682,-271.9287131720813,0
62,ct cha b,CT Cha b,CT Cha,1,1,Imaging,2007,Paranal Observatory,0,,,,,440.0,,,0.0,24.66,9.08,-6.73,0.0,2.2,0.81,-0.6,0.0,5403.0,1907.0,-1907.0,0.0,17.0,6.0,-6.0,0.0,Mass,,,,,,,,,2600.0,250.0,-250.0,0.0,0,K5e,4403.0,6.0,-10.0,0.0,1.68,0.1,-0.16,0.0,,,,,-0.56,0.01,-0.01,0.0,[Fe/H],3.66,0.01,-0.01,0.0,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.72,0.778,-0.771,12.335,0.069,-0.069,8.661,0.021,-0.021,11.7733,0.004701,-0.004701,,,0.0,,13.53387084,-259.6161292,13.533869798031578,-259.6161302019684,0
63,corot-1 b,CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,0,1.5089557,6.4e-06,-6.4e-06,0.0,0.02752,0.00022,-0.00023,0.0,16.7,0.9,-0.9,0.0,1.49,0.08,-0.08,0.0,327.35,38.14,-38.14,0.0,1.03,0.12,-0.12,0.0,Mass,0.0,,,0.0,2852.63,,,0.0,1898.0,50.0,-50.0,0.0,0,G0 V,5950.0,150.0,-150.0,0.0,1.11,0.05,-0.05,0.0,0.95,0.15,-0.15,0.0,-0.3,0.25,-0.25,0.0,[M/H],4.25,0.3,-0.3,0.0,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027,-0.027,13.457,0.000477,-0.000477,,,0.02531042,,1879.746478,1606.596478,1879.7463331706192,1606.5963331706193,0
64,corot-10 b,CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,0,13.2406,0.0002,-0.0002,0.0,0.1055,0.0021,-0.0021,0.0,10.87,0.78,-0.78,0.0,0.97,0.07,-0.07,0.0,874.0,50.85,-50.85,0.0,2.75,0.16,-0.16,0.0,Mass,0.53,0.04,-0.04,0.0,,,,,600.0,23.0,-23.0,0.0,0,K1 V,5075.0,75.0,-75.0,0.0,0.79,0.05,-0.05,0.0,0.89,0.05,-0.05,0.0,0.26,0.07,-0.07,0.0,[Fe/H],4.65,0.1,-0.1,0.0,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386,3.9865,-3.9865,15.293,0.137,-0.137,11.782,0.021,-0.021,14.6645,0.000329,-0.000329,,,0.105359962,,690.8255664,417.6755664,690.8255133076417,417.6755133076417,0
